"X","gene_id","gene_name","gene_start","gene_end","gene_strand","gene_length","gene_description","tf_family","number_figure","T0.T360","T20.T360","T50.T360","T90.T360","T120.T360","T260.T360","Bd"
"BD_RS02405","BD_RS02405","BD_RS02405",491425,492573,"+",1149,"hypothetical protein && -","-",1,0.362858466459496,-3.93842877115783,-5.42881742496511,-5.86298744547507,-5.70731740167264,-2.45303206432019,"Bd0527"
"BD_RS02395","BD_RS02395","BD_RS02395",488161,489702,"+",1542,"hypothetical protein && -","-",1,0.984115149033763,-4.32764404053944,-5.33037328100727,-4.89865290484065,-5.36673835861768,-4.18337551249983,"Bd0523"
"BD_RS02355","BD_RS02355","BD_RS02355",480674,481582,"-",909,"hypothetical protein && -","-",1,-1.05326681656143,-6.49517792082396,-6.52245695497925,-6.32859440302981,-6.23628296449579,-1.68185811318084,"Bd0514"
"BD_RS02210","BD_RS02210","BD_RS02210",450861,451364,"+",504,"hypothetical protein && -","-",1,0.0934730070347168,-4.91724462720681,-6.24487466017516,-6.00303345362859,-6.27347455874547,-2.1194192875749,"Bd0481"
"BD_RS02205","BD_RS02205","BD_RS02205",449677,450672,"-",996,"SprB repeat-containing protein && -","-",1,0.53334407269189,-4.44025623181323,-6.02175556147365,-5.09476771654033,-5.90643109237583,-3.58874579679358,"Bd0479"
"BD_RS01735","BD_RS01735","BD_RS01735",353681,354538,"-",858,"PilZ domain-containing protein && -","-",1,0.185031571791472,-4.89613860488281,-5.7461112132453,-6.28208869148554,-5.84451743546072,-1.57852754201363,"Bd0378"
"BD_RS01025","BD_RS01025","BD_RS01025",210261,210761,"+",501,"hypothetical protein && -","-",1,0.526622269870655,-5.35886616406117,-7.20356343885504,-7.7495496026402,-8.31708257684617,-4.63694751279112,"Bd0224"
"BD_RS00995","BD_RS00995","BD_RS00995",205722,206327,"+",606,"hypothetical protein && -","-",1,0.3784209073363,-5.63616191864498,-6.33509686944183,-7.45621461215268,-6.41230872879684,-2.24606316602688,"Bd0217"
"BD_RS00965","BD_RS00965","BD_RS00965",194933,199786,"-",4854,"hemagglutinin/hemolysin-related protein && PF13754:Bacterial Ig-like domain (group 3)","-",1,0.462672295268358,-5.78969173284277,-7.14080594254013,-7.59178745426993,-7.7675177527576,-4.82299794989585,"Bd0209"
"BD_RS00900","BD_RS00900","BD_RS00900",180584,182836,"-",2253,"P-loop NTPase fold protein && PF07693:KAP family P-loop domain","-",1,-0.938924774748511,-7.03492239838028,-7.51737809002851,-6.93381055964309,-6.19063373178011,-3.01045428577775,"Bd0194"
"BD_RS00895","BD_RS00895","BD_RS00895",178462,180426,"-",1965,"hypothetical protein && -","-",1,0.651893516395987,-6.09962911830618,-6.80208658857581,-7.11153979464972,-7.93738753373677,-3.15798231091331,"Bd0193"
"BD_RS00890","BD_RS00890","BD_RS00890",177923,178480,"-",558,"hypothetical protein && -","-",1,0.350640028484123,-4.99857301024514,-5.73470106877679,-7.2446396267495,-7.35886880560896,-2.32756407452482,"Bd0192"
"BD_RS00755","BD_RS00755","BD_RS00755",151464,152855,"-",1392,"hypothetical protein && -","-",1,-0.53435282426526,-4.48558579053303,-7.10628201483649,-7.26076040285901,-7.41486890914815,-2.06137734956741,"Bd0161"
"BD_RS00560","BD_RS00560","BD_RS00560",106156,106344,"-",189,"Flp1 family type IVb pilin && PF16982:Putative Flagellin, Flp1-like, domain","-",1,0.173104316864784,-4.14729709995879,-5.87264648729976,-6.4026668633996,-7.5640119847706,-0.639507129330484,"Bd0119"
"BD_RS00540","BD_RS00540","BD_RS00540",104515,105021,"-",507,"hypothetical protein && -","-",1,0.507790188407258,-4.26821777794213,-5.74070274347195,-6.20346572102154,-7.02115543161354,-1.45532916652559,"Bd0114"
"BD_RS00300","BD_RS00300","BD_RS00300",58773,59141,"-",369,"PilZ domain-containing protein && PF07238:PilZ domain","-",1,-0.263510109056027,-5.20924979137859,-6.18842835271099,-6.41658396310044,-7.30835256674606,-3.81255471285794,"Bd0064"
"BD_RS00125","BD_RS00125","BD_RS00125",25438,25689,"+",252,"hypothetical protein && -","-",1,-1.40878501462754,-7.35672749249523,-7.1040333967276,-6.55064964512791,-6.28610001036503,-5.07320707012291,"Bd0027"
"sRNA00263","sRNA00263","-",2971090,2971146,"-",57,"-","-",2,-1.20518342266211,-2.22901053459053,-2.55903643807618,-2.80888759380462,-2.97653318672208,1.1619284321565,NA
"sRNA00198","sRNA00198","-",2219412,2219525,"+",114,"-","-",2,0.157145903924769,-2.35108737593255,-2.43831325867638,-3.02870922668698,-2.58993255539316,0.846482387192607,NA
"sRNA00168","sRNA00168","-",1970418,1970502,"+",85,"-","-",2,-0.0623567486084336,-1.80730618577476,-0.970800034677371,-3.24256146624111,-3.40133179677154,0.982764821004162,NA
"sRNA00037","sRNA00037","-",501429,501523,"+",95,"-","-",2,2.72699881470793,-0.272966252944796,-2.31843928362572,-1.94990825888748,-2.93874685180216,2.92266264653994,NA
"BD_RS18240","BD_RS18240","BD_RS18240",784316,784603,"+",288,"hypothetical protein && -","-",2,-0.43679207508151,-2.85258982715882,-2.95401400723697,-3.24771918865718,-2.2421281946788,3.1227731006399,"S18240"
"BD_RS18165","BD_RS18165","BD_RS18165",1421423,1422544,"-",1122,"cyclic nucleotide-binding domain-containing protein && PF00027:Cyclic nucleotide-binding domain","cNMP_binding",2,0.626633508888763,-2.90392026813834,-2.83170555604281,-3.81222967652739,-4.73069255935924,2.30168661031269,"Bd1502"
"BD_RS17885","BD_RS17885","BD_RS17885",3775296,3775787,"+",492,"hypothetical protein && -","-",2,0.201739957721262,-2.57598132957402,-1.73440942708889,-2.00676109734716,-2.80140460788219,0.754348253753859,"Bd3907"
"BD_RS17830","BD_RS17830","BD_RS17830",3765433,3766974,"+",1542,"glycoside hydrolase family 3 protein && PF00933:Glycosyl hydrolase family 3 N terminal domain","Glyco_hydro_3",2,0.785704575425539,-1.40668716548432,-1.08796567427534,-1.50792392437909,-1.13282756522357,2.17451872450336,"Bd3895"
"BD_RS17825","BD_RS17825","BD_RS17825",3764266,3765243,"-",978,"hypothetical protein && -","-",2,0.433739015517286,-1.62236144271244,-1.76298124400447,-1.48383054619594,-1.52407982266031,3.00739488878,"Bd3894"
"BD_RS17765","BD_RS17765","BD_RS17765",3748230,3749429,"+",1200,"patatin-like phospholipase family protein && PF01734:Patatin-like phospholipase","-",2,1.86624707048652,-2.54297448721312,-2.19331556225371,-1.5369019603341,-0.709213323724729,1.86666777692791,"Bd3882"
"BD_RS17735","BD_RS17735","lon",3739257,3741617,"+",2361,"endopeptidase La && PF00004:ATPase family associated with various cellular activities (AAA)|PF02190:ATP-dependent protease La (LON) substrate-binding domain|PF05362:Lon protease (S16) C-terminal proteolytic domain","AAA",2,0.183828662425569,-4.11355999923218,-4.13102682454693,-3.77384418567215,-2.95455038295144,3.22986489376282,"Bd3876"
"BD_RS17700","BD_RS17700","BD_RS17700",3731022,3733628,"-",2607,"pitrilysin family protein && PF00675:Insulinase (Peptidase family M16)|PF05193:Peptidase M16 inactive domain","-",2,-0.131015324903194,-3.40606448412839,-3.05973465927677,-2.78936984428591,-2.22101710635813,1.91743981823575,"Bd3869"
"BD_RS17655","BD_RS17655","BD_RS17655",3721886,3723115,"+",1230,"S8 family peptidase && PF00082:Subtilase family","Peptidase_S8",2,1.83053366679368,-2.36791562271304,-2.94940626822366,-3.11085516574601,-2.65985732110008,1.45515647012392,"Bd3857"
"BD_RS17635","BD_RS17635","BD_RS17635",3718481,3718858,"-",378,"hypothetical protein && -","-",2,0.372270751361974,-1.78774779668194,-1.78638763938471,-1.17534594690212,-0.191561579527886,1.07787199592921,"Bd3853"
"BD_RS17630","BD_RS17630","BD_RS17630",3717376,3718479,"+",1104,"type IV pilus twitching motility protein PilT && PF00437:Type II/IV secretion system protein","-",2,0.0303459123084274,-2.75142289237056,-2.78305434460971,-3.29558910205351,-3.70921906281867,2.77926901772461,"Bd3852"
"BD_RS17620","BD_RS17620","BD_RS17620",3714032,3715633,"-",1602,"hypothetical protein && -","-",2,0.390840404135094,-1.49889162877333,-1.79215572098625,-1.17533722179967,-1.46236989084322,0.565210848242607,"Bd3850"
"BD_RS17410","BD_RS17410","BD_RS17410",3673283,3674056,"-",774,"ABC transporter permease && PF02405:Permease MlaE","-",2,-0.140548096509652,-1.42562533456185,-2.84345501503738,-1.58338858820787,0.179787885699331,1.91236327513768,"Bd3805"
"BD_RS17405","BD_RS17405","BD_RS17405",3672567,3673286,"-",720,"ABC transporter permease && PF02405:Permease MlaE","-",2,0.184972912706621,-2.0072209166158,-3.20422001815608,-2.89047283317982,-0.86628568198211,0.595458630546348,"Bd3804"
"BD_RS17400","BD_RS17400","BD_RS17400",3671782,3672558,"-",777,"MlaD family protein && PF02470:MlaD protein","-",2,0.0412330232655509,-1.6583192999845,-1.85991394767051,-1.14961732200863,0.0013298252338925,2.27486694396619,"Bd3803"
"BD_RS17325","BD_RS17325","BD_RS17325",3662045,3662998,"+",954,"P-loop NTPase && PF01656:CobQ/CobB/MinD/ParA nucleotide binding domain","CbiA",2,0.440409763345412,-5.01249084604928,-3.25439308345326,-2.320895837724,-2.33380839386592,2.77912751339902,"Bd3789"
"BD_RS17315","BD_RS17315","rseP",3659655,3661328,"+",1674,"RIP metalloprotease RseP && PF02163:Peptidase family M50|PF13180:PDZ domain","Peptidase_M50",2,0.134834916545008,-2.00536969475675,-1.94769133194915,-1.95834399136809,-1.44900488519272,1.77815599908232,"Bd3787"
"BD_RS17205","BD_RS17205","BD_RS17205",3635144,3636256,"-",1113,"hypothetical protein && -","-",2,0.0525953014894537,-1.42176639112664,-1.32446057021118,-1.45850739263588,-0.579215492563533,1.81585515617957,"Bd3761"
"BD_RS17185","BD_RS17185","BD_RS17185",3630900,3631532,"-",633,"hypothetical protein && -","-",2,1.2056492570421,-0.0368604710837877,-1.30796246715127,-2.67417228861983,-2.74801646256015,2.25726581477647,"Bd3757"
"BD_RS17165","BD_RS17165","clpX",3626447,3627742,"-",1296,"ATP-dependent Clp protease ATP-binding subunit ClpX && PF07724:AAA domain (Cdc48 subfamily)|PF06689:ClpX C4-type zinc finger|PF10431:C-terminal, D2-small domain, of ClpB protein","-",2,-0.895375822075332,-3.57128652179537,-3.35606998384613,-2.21664085808262,-1.28473703994274,1.96896842787832,"Bd3753"
"BD_RS16960","BD_RS16960","BD_RS16960",3588768,3589556,"-",789,"hypothetical protein && -","-",2,0.832836115029627,-1.59699351951124,-1.00881282019856,-2.32212602335694,-0.566792771445055,1.1121456378728,"Bd3707"
"BD_RS16485","BD_RS16485","BD_RS16485",3500216,3501799,"-",1584,"YiiX/YebB-like N1pC/P60 family cysteine hydrolase && PF05708:Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family","-",2,0.619569307232219,-1.51703088986388,-1.66484699185529,-3.84930130458038,-2.73779164738438,2.57496800061951,"Bd3605"
"BD_RS16480","BD_RS16480","BD_RS16480",3498998,3500206,"-",1209,"hypothetical protein && -","-",2,0.77358661853782,-1.81634641251961,-2.68096822471958,-3.86532621539251,-3.32168390838856,2.90178784506435,"Bd3604"
"BD_RS16475","BD_RS16475","BD_RS16475",3496947,3499001,"-",2055,"phospholipase D-like domain-containing protein && PF13091:PLD-like domain","-",2,0.614085567926765,-1.99540574561774,-1.50205907144121,-3.09885888553149,-3.1606885491489,2.83496527609094,"Bd3603"
"BD_RS16455","BD_RS16455","BD_RS16455",3492632,3494128,"+",1497,"tetratricopeptide repeat protein && -","-",2,-0.748247883526065,-2.7574422671484,-2.93375861502722,-1.9694888794763,-0.675461704789484,1.55103757502677,"Bd3599"
"BD_RS16410","BD_RS16410","BD_RS16410",3485510,3486316,"+",807,"endonuclease/exonuclease/phosphatase family protein && PF03372:Endonuclease/Exonuclease/phosphatase family","Exo_endo_phos",2,-0.436148010522501,-1.86227318992117,-1.94201963267806,-1.43717281184566,0.325323730120952,2.24395734245532,"Bd3586"
"BD_RS16350","BD_RS16350","BD_RS16350",3473668,3474813,"+",1146,"hypothetical protein && -","-",2,1.32068417605348,-2.48915436619412,-2.07696777007857,-2.56973578544084,-2.13206639051689,2.35418124530416,"Bd3572"
"BD_RS16270","BD_RS16270","BD_RS16270",3457328,3458098,"+",771,"transporter substrate-binding domain-containing protein && PF00497:Bacterial extracellular solute-binding proteins, family 3","-",2,0.370267393181889,-1.68753805412153,-1.98385790300835,-1.29061625313416,-0.699466781963491,1.94214412135102,"Bd3555"
"BD_RS16105","BD_RS16105","BD_RS16105",3422674,3423045,"-",372,"TraR/DksA family transcriptional regulator && PF01258:Prokaryotic dksA/traR C4-type zinc finger","zf-dskA_traR",2,-0.161896062876781,-1.72060679579229,-2.91859562960891,-3.01169271121499,-1.60890480990014,0.373081563199808,"Bd3519"
"BD_RS15960","BD_RS15960","BD_RS15960",3399858,3400730,"-",873,"hypothetical protein && -","-",2,-1.33741287077919,-2.92529293667432,-2.99211346603678,-3.52766815097977,-2.70602654656814,3.24380423871309,"Bd3489"
"BD_RS15955","BD_RS15955","BD_RS15955",3399493,3399705,"-",213,"hypothetical protein && -","-",2,-0.487275260502646,-0.844081224852439,-2.32350966234981,-1.71148451247769,-1.86553179293533,2.72125329979637,"S15955"
"BD_RS15885","BD_RS15885","BD_RS15885",3383467,3384564,"-",1098,"hypothetical protein && -","-",2,0.88330959414836,-1.50808385209653,-1.406525630792,-2.60289477393342,-1.19650212207245,1.34890687192286,"Bd3474"
"BD_RS15880","BD_RS15880","BD_RS15880",3383084,3383467,"-",384,"DUF333 domain-containing protein && PF03891:Domain of unknown function (DUF333)","-",2,0.814392126570224,-2.02846303744133,-1.17748367607756,-3.46206599506174,-2.71411319561598,0.849240506651097,"Bd3473"
"BD_RS15860","BD_RS15860","BD_RS15860",3378678,3379547,"-",870,"protein-glutamate O-methyltransferase CheR && PF03705:CheR methyltransferase, all-alpha domain|PF01739:CheR methyltransferase, SAM binding domain","CheR",2,-7.21398815109799e-4,-2.81997098300318,-3.05966018731325,-3.75666431292032,-3.9284502577119,2.60731146098101,"Bd3468"
"BD_RS15855","BD_RS15855","BD_RS15855",3377598,3378662,"-",1065,"chemotaxis response regulator protein-glutamate methylesterase && PF01339:CheB methylesterase|PF00072:Response regulator receiver domain","CheB_methylest",2,-0.339060748036259,-2.68419411581033,-2.70788629274724,-3.13679116673622,-3.35987469236763,1.99962629630834,"Bd3467"
"BD_RS15705","BD_RS15705","BD_RS15705",3345257,3346660,"+",1404,"sigma-54 dependent transcriptional regulator && PF00158:Sigma-54 interaction domain|PF00072:Response regulator receiver domain|PF02954:Bacterial regulatory protein, Fis family","Sigma54_activat",2,2.33269570432021,-0.200425727905941,-1.37323950876373,-2.33934337179759,-1.79587729751348,2.88081672584833,"Bd3432"
"BD_RS15700","BD_RS15700","BD_RS15700",3344525,3344923,"+",399,"response regulator && PF00072:Response regulator receiver domain","Response_reg",2,0.456647884062712,-0.585186325007534,-1.24016717069907,-1.20146382975875,-0.0564216000726181,1.47010742524519,"Bd3431"
"BD_RS15615","BD_RS15615","BD_RS15615",3324478,3325293,"+",816,"MlaD family protein && PF02470:MlaD protein","-",2,-0.608347014906089,-2.42182072179309,-3.03881789452185,-4.52501740961328,-3.12386509594124,2.24428155403198,"Bd3413"
"BD_RS15610","BD_RS15610","BD_RS15610",3323732,3324478,"+",747,"ABC transporter ATP-binding protein && PF00005:ABC transporter|PF07673:Protein of unknown function (DUF1602)","ABC_tran",2,-1.00226732441861,-2.72079406005718,-2.54933029939056,-3.88656661257469,-2.51940286478197,2.29663689472693,"Bd3412"
"BD_RS15605","BD_RS15605","BD_RS15605",3322947,3323735,"+",789,"ABC transporter permease && PF02405:Permease MlaE","-",2,-0.0901401620050573,-2.70851560834182,-3.15506188767033,-3.109881626453,-3.29789832600394,1.65162093800222,"Bd3411"
"BD_RS15595","BD_RS15595","BD_RS15595",3319084,3321864,"-",2781,"tetratricopeptide repeat protein && PF13414:TPR repeat","-",2,2.02685002104691,-1.31572032363026,-2.89800184920724,-3.53583230110886,-3.35732924474445,1.8460211836449,"Bd3409"
"BD_RS15590","BD_RS15590","BD_RS15590",3318233,3319075,"-",843,"sigma 54-interacting transcriptional regulator && PF14532:Sigma-54 interaction domain|PF02954:Bacterial regulatory protein, Fis family","HTH_8",2,1.29784780156972,-1.9312874291298,-3.26715848921563,-3.83507070019395,-3.94542339962362,1.58669437650436,"Bd3408"
"BD_RS15585","BD_RS15585","flgB",3317826,3318236,"-",411,"flagellar basal body rod protein FlgB && PF00460:Flagella basal body rod protein","-",2,1.74952688349736,-0.876392297455607,-2.52770164522688,-4.08281554517306,-3.77763244230015,1.86996637612666,"Bd3407"
"BD_RS15580","BD_RS15580","flgC",3317379,3317822,"-",444,"flagellar basal body rod protein FlgC && PF00460:Flagella basal body rod protein|PF06429:Flagellar basal body rod FlgEFG protein C-terminal","-",2,1.280914833118,-1.94826360477015,-3.01440448781975,-3.63563133113008,-4.27610049255666,1.51117227933348,"Bd3406"
"BD_RS15545","BD_RS15545","BD_RS15545",3310884,3311687,"-",804,"hypothetical protein && PF03448:MgtE intracellular N domain","-",2,0.711699968408804,-2.06642610701555,-2.41733607531727,-4.22856532710265,-4.5067923325799,1.82399345559498,"Bd3399"
"BD_RS15540","BD_RS15540","BD_RS15540",3309022,3310845,"-",1824,"flagellar hook-length control protein FliK && PF02120:Flagellar hook-length control protein FliK","-",2,0.936573921384437,-1.79996367117794,-2.42850647444781,-4.16298212893653,-3.696421947088,2.46965388084614,"Bd3398"
"BD_RS15535","BD_RS15535","BD_RS15535",3308006,3309010,"-",1005,"basal-body rod modification protein flgD && PF13860:FlgD Ig-like domain|PF03963:Flagellar hook capping protein - N-terminal region","-",2,0.948373911623477,-1.55220459625108,-1.84207957408859,-4.43306402669821,-3.83866390609621,3.32107132748598,"Bd3397"
"BD_RS15530","BD_RS15530","BD_RS15530",3307572,3308006,"-",435,"hypothetical protein && PF12611:Protein of unknown function (DUF3766)","-",2,1.86148749431794,-2.73881029511931,-3.0778992734701,-4.1149511479733,-2.93547743484003,3.54391354099432,"Bd3396"
"BD_RS15525","BD_RS15525","BD_RS15525",3306124,3307407,"-",1284,"flagellar hook protein FlgE && PF00460:Flagella basal body rod protein|PF06429:Flagellar basal body rod FlgEFG protein C-terminal|PF07559:Flagellar basal body protein FlaE","-",2,0.613828418182354,-2.24360997631016,-2.51917491641332,-4.48519761900768,-4.38858615963864,3.44073925165373,"Bd3395"
"BD_RS15505","BD_RS15505","BD_RS15505",3300320,3301561,"-",1242,"hypothetical protein && -","-",2,0.370977916251334,-0.966472232138171,-1.39736045136722,-1.24753267679169,-1.14505261445597,1.15147918042707,"Bd3391"
"BD_RS15485","BD_RS15485","BD_RS15485",3294498,3295469,"+",972,"branched-chain amino acid ABC transporter permease && PF02653:Branched-chain amino acid transport system / permease component","BPD_transp_2",2,-0.379541044460624,-2.28859668957703,-2.72495927659762,-1.40806056384009,0.738701439968418,0.963811037428589,"Bd3387"
"BD_RS15435","BD_RS15435","BD_RS15435",3285936,3287363,"-",1428,"cyclic nucleotide-binding domain-containing protein && PF00027:Cyclic nucleotide-binding domain","cNMP_binding",2,0.0870100438959838,-1.8316934282372,-3.47004856328589,-4.09513367487715,-3.23669689166386,2.28761244634932,"Bd3374"
"BD_RS15345","BD_RS15345","BD_RS15345",3264552,3265454,"-",903,"MBL fold metallo-hydrolase && PF12706:Beta-lactamase superfamily domain","-",2,0.309453351122161,-2.71642008170034,-3.03176457092501,-2.03868480787368,-0.797104868558564,2.91349232045077,"Bd3353"
